"Android Package","Android Class","Android Type","Android Method","OHOS Package","OHOS Class","OHOS Type","OHOS Method"
"android.widget","ProgressBar","class","getProgress","ohos.agp.components","ProgressBar","class","getProgress"
"android.widget","ProgressBar","class","getProgressBackgroundTintList","","","",""
"android.widget","ProgressBar","class","getProgressBackgroundTintMode","","","",""
"android.widget","ProgressBar","class","getProgressDrawable","ohos.agp.components","ProgressBar","class","setProgressElement"
"android.widget","ProgressBar","class","getProgressTintList","","","",""
"android.widget","ProgressBar","class","getProgressTintMode","","","",""
"android.widget","ProgressBar","class","getSecondaryProgress","ohos.agp.components","ProgressBar","class","getViceProgressValue"
"android.widget","ProgressBar","class","getSecondaryProgressTintList","","","",""
"android.widget","ProgressBar","class","getSecondaryProgressTintMode","","","",""
"android.widget","ProgressBar","class","incrementProgressBy","","","",""
"android.widget","ProgressBar","class","incrementSecondaryProgressBy","","","",""
"android.widget","ProgressBar","class","invalidateDrawable","","","",""
"android.widget","ProgressBar","class","isIndeterminate","ohos.agp.components","ProgressBar","class","isInfiniteMode"
"android.widget","ProgressBar","class","jumpDrawablesToCurrentState","","","",""
"android.widget","ProgressBar","class","onRestoreInstanceState","","","",""
"android.widget","ProgressBar","class","onSaveInstanceState","","","",""
"android.widget","ProgressBar","class","onVisibilityAggregated","","","",""
"android.widget","ProgressBar","class","postInvalidate","","","",""
"android.widget","ProgressBar","class","setIndeterminate","ohos.agp.components","ProgressBar","class","setIndeterminate"
"android.widget","ProgressBar","class","setIndeterminateDrawable","ohos.agp.components","ProgressBar","class","setInfiniteModeElement"
"android.widget","ProgressBar","class","setIndeterminateDrawableTiled","","","",""
"android.widget","ProgressBar","class","setIndeterminateTintList","","","",""
"android.widget","ProgressBar","class","setIndeterminateTintMode","","","",""
"android.widget","ProgressBar","class","setInterpolator","","","",""
"android.widget","ProgressBar","class","setInterpolator","","","",""
"android.widget","ProgressBar","class","setMax","ohos.agp.components","ProgressBar","class","setMaxValue"
"android.widget","ProgressBar","class","setProgress","ohos.agp.components","ProgressBar","class","setProgressElement"
"android.widget","ProgressBar","class","setProgress","","","",""
"android.widget","ProgressBar","class","setProgressBackgroundTintList","","","",""
"android.widget","ProgressBar","class","setProgressBackgroundTintMode","","","",""
"android.widget","ProgressBar","class","setProgressDrawable","ohos.agp.components","ProgressBar","class","setProgressElement"
"android.widget","ProgressBar","class","setProgressDrawableTiled","","","",""
"android.widget","ProgressBar","class","setProgressTintList","ohos.agp.components","ProgressBar","class","setProgressHintTextColor"
"android.widget","ProgressBar","class","setProgressTintMode","","","",""
"android.widget","ProgressBar","class","setSecondaryProgress","ohos.agp.components","ProgressBar","class","setViceProgress"
"android.widget","ProgressBar","class","setSecondaryProgressTintList","","","",""
"android.widget","ProgressBar","class","setSecondaryProgressTintMode","","","",""
"android.opengl","GLES10Ext","class","glQueryMatrixxOES","","","",""
"android.opengl","GLES10Ext","class","glQueryMatrixxOES","","","",""
"android.widget","ZoomButtonsController.OnZoomListener","interface","onVisibilityChanged","","","",""
"android.widget","ZoomButtonsController.OnZoomListener","interface","onZoom","","","",""
"android.nfc","NfcEvent","class","","","","",""
"java.nio.channels","ByteChannel","interface","","","","",""
"javax.crypto","KeyGeneratorSpi","class","","","","",""
"java.io","StreamTokenizer","class","commentChar","","","",""
"java.io","StreamTokenizer","class","eolIsSignificant","","","",""
"java.io","StreamTokenizer","class","lineno","","","",""
"java.io","StreamTokenizer","class","lowerCaseMode","","","",""
"java.io","StreamTokenizer","class","nextToken","","","",""
"java.io","StreamTokenizer","class","ordinaryChar","","","",""
"java.io","StreamTokenizer","class","ordinaryChars","","","",""
"java.io","StreamTokenizer","class","parseNumbers","","","",""
"java.io","StreamTokenizer","class","pushBack","","","",""
"java.io","StreamTokenizer","class","quoteChar","","","",""
"java.io","StreamTokenizer","class","resetSyntax","","","",""
"java.io","StreamTokenizer","class","slashSlashComments","","","",""
"java.io","StreamTokenizer","class","slashStarComments","","","",""
"java.io","StreamTokenizer","class","toString","","","",""
"java.io","StreamTokenizer","class","whitespaceChars","","","",""
"java.io","StreamTokenizer","class","wordChars","","","",""
"java.security.spec","RSAPrivateKeySpec","class","getModulus","","","",""
"java.security.spec","RSAPrivateKeySpec","class","getPrivateExponent","","","",""
"android.view","ViewOutlineProvider","class","getOutline","","","",""
"android.telecom","Conference","class","addConnection","","","",""
"android.telecom","Conference","class","destroy","","","",""
"android.telecom","Conference","class","getCallAudioState","","","",""
"android.telecom","Conference","class","getConferenceableConnections","","","",""
"android.telecom","Conference","class","getConnectionCapabilities","","","",""
"android.telecom","Conference","class","getConnectionProperties","","","",""
"android.telecom","Conference","class","getConnectionTime","","","",""
"android.telecom","Conference","class","getConnections","","","",""
"android.telecom","Conference","class","getDisconnectCause","","","",""
"android.telecom","Conference","class","getExtras","","","",""
"android.telecom","Conference","class","getPhoneAccountHandle","","","",""
"android.telecom","Conference","class","getState","","","",""
"android.telecom","Conference","class","getStatusHints","","","",""
"android.telecom","Conference","class","getVideoProvider","","","",""
"android.telecom","Conference","class","getVideoState","","","",""
"android.telecom","Conference","class","onCallAudioStateChanged","","","",""
"android.telecom","Conference","class","onConnectionAdded","","","",""
"android.telecom","Conference","class","onDisconnect","","","",""
"android.telecom","Conference","class","onExtrasChanged","","","",""
"android.telecom","Conference","class","onHold","","","",""
"android.telecom","Conference","class","onMerge","","","",""
"android.telecom","Conference","class","onMerge","","","",""
"android.telecom","Conference","class","onPlayDtmfTone","","","",""
"android.telecom","Conference","class","onSeparate","","","",""
"android.telecom","Conference","class","onStopDtmfTone","","","",""
"android.telecom","Conference","class","onSwap","","","",""
"android.telecom","Conference","class","onUnhold","","","",""
"android.telecom","Conference","class","putExtras","","","",""
"android.telecom","Conference","class","removeConnection","","","",""
"android.telecom","Conference","class","removeExtras","","","",""
"android.telecom","Conference","class","removeExtras","","","",""
"android.telecom","Conference","class","setActive","","","",""
"android.telecom","Conference","class","setConferenceableConnections","","","",""
"android.telecom","Conference","class","setConnectionCapabilities","","","",""
"android.telecom","Conference","class","setConnectionProperties","","","",""
"android.telecom","Conference","class","setConnectionTime","","","",""
"android.telecom","Conference","class","setDialing","","","",""
"android.telecom","Conference","class","setDisconnected","","","",""
"android.telecom","Conference","class","setExtras","","","",""
"android.telecom","Conference","class","setOnHold","","","",""
"android.telecom","Conference","class","setStatusHints","","","",""
"android.telecom","Conference","class","setVideoProvider","","","",""
"android.telecom","Conference","class","setVideoState","","","",""
"android.telecom","Conference","class","toString","","","",""
"android.nfc","NfcManager","class","getDefaultAdapter","ohos.nfc","NfcController","class","getInstance"
"android.widget","RadioGroup","class","addView","","","",""
"android.widget","RadioGroup","class","check","ohos.agp.components","RadioContainer","class","mark"
"android.widget","RadioGroup","class","clearCheck","ohos.agp.components","RadioContainer","class","cancelMarks"
"android.widget","RadioGroup","class","generateLayoutParams","","","",""
"android.widget","RadioGroup","class","generateLayoutParams","","","",""
"android.widget","RadioGroup","class","generateLayoutParams","","","",""
"android.widget","RadioGroup","class","getAccessibilityClassName","","","",""
"android.widget","RadioGroup","class","getCheckedRadioButtonId","ohos.agp.components","RadioContainer","class","getMarkedButtonId"
"android.widget","RadioGroup","class","setOnCheckedChangeListener","ohos.agp.components","RadioContainer","class","setMarkChangedListener"
"android.widget","RadioGroup","class","setOnHierarchyChangeListener","","","",""
"java.lang.reflect","Modifier","class","classModifiers","","","",""
"java.lang.reflect","Modifier","class","fieldModifiers","","","",""
"java.lang.reflect","Modifier","class","interfaceModifiers","","","",""
"java.lang.reflect","Modifier","class","isAbstract","","","",""
"java.lang.reflect","Modifier","class","isFinal","","","",""
"java.lang.reflect","Modifier","class","isInterface","","","",""
"java.lang.reflect","Modifier","class","isNative","","","",""
"java.lang.reflect","Modifier","class","isPrivate","","","",""
"java.lang.reflect","Modifier","class","isProtected","","","",""
"java.lang.reflect","Modifier","class","isPublic","","","",""
"java.lang.reflect","Modifier","class","isStatic","","","",""
"java.lang.reflect","Modifier","class","isStrict","","","",""
"java.lang.reflect","Modifier","class","isSynchronized","","","",""
"java.lang.reflect","Modifier","class","isTransient","","","",""
"java.lang.reflect","Modifier","class","isVolatile","","","",""
"java.lang.reflect","Modifier","class","methodModifiers","","","",""
"java.lang.reflect","Modifier","class","toString","","","",""
"android.media.midi","MidiDeviceStatus","class","describeContents","","","",""
"android.media.midi","MidiDeviceStatus","class","getDeviceInfo","","","",""
"android.media.midi","MidiDeviceStatus","class","getOutputPortOpenCount","","","",""
"android.media.midi","MidiDeviceStatus","class","isInputPortOpen","","","",""
"android.media.midi","MidiDeviceStatus","class","toString","","","",""
"android.media.midi","MidiDeviceStatus","class","writeToParcel","","","",""
"android.renderscript","RenderScript","class","create","","","",""
"android.renderscript","RenderScript","class","create","","","",""
"android.renderscript","RenderScript","class","create","","","",""
"android.renderscript","RenderScript","class","createMultiContext","","","",""
